Sentiments,Reviews
1,"['really', 'love', 'handsfree', 'seller', 'delivered', 'delivery', 'time', 'packaging', 'needs', 'improvement', 'products', 'quality', 'good', 'recommend', 'seller']"
1,"['awesome', 'product', 'nice', 'good', 'mat', 'colour', 'satisfied']"
1,"['great', 'experience', 'find', 'much', 'cheaper', 'market', 'enjoy', 'sale', 'thanks', 'daraz']"
1,"['nice', 'packaging', 'fresh', 'items', 'except', 'lady', 'fingers', 'however', 'received', 'one', 'day', 'delay', 'overall', 'good', 'experience']"
0,"['shirt', 'good', 'showing', 'picture', 'quality', 'average']"
0,"['feeling', 'totally', 'betrayed', 'sent', 'way', 'cheaper', 'product', 'dont', 'know', 'whether', 'intentional', 'huge', 'error', 'part']"
1,"['really', 'beautiful', 'thank', 'much', 'lovely', 'lamp', 'buy', '🥰', 'thank', 'seller', 'amazing', 'polite']"
0,"['waste', 'money', 'time', 'st', 'thing', 'noticed', 'without', 'cap', 'whooaa', 'bottle', 'almost', 'empty', 'seriously', 'daraz', 'mall']"
0,"['mera', 'airports', 'theek', 'tha', 'kharab']"
1,"['bought', 'cable', 'hdmi', 'spidif', 'packaging']"
1,"['great', 'price', 'experience']"
1,"['excellent', 'muscle', 'streching', 'also', 'good', 'quality', 'positive']"
0,"['bad', 'qulity', 'made', 'jersey', 'material', 'free', 'fire', 'written', 'bad', 'leather', 'pasted', 'glue', 'ia', 'saying', 'bad', 'quality']"
1,"['bhai', 'bohat', 'achi', 'chiaz', 'hai', 'delivery', 'b', 'time', 'pe', 'mil', 'gaya', 'zabardast']"
0,"['medical', 'equipment', 'ordered', 'daraz', 'poorly', 'functioning', 'perform', 'expected', 'seek', 'alternative', 'solution', 'elsewhere', 'disheartening', 'receive', 'faulty', 'product', 'especially', 'essential', 'ones', 'health']"
1,"['package', 'received', 'time', 'second', 'order', 'stickers', 'found', 'good', 'well', 'packed', 'delivered', 'time', 'thanks', 'daraz', 'dealer']"
0,"['per', 'description']"
1,"['shown', 'picture', 'lovely', 'seeleves', 'quality', 'best', 'one', 'best', 'customer', 'services…', 'shop', 'soon', 'also', 'waiting', 'voucher…', '’', 'giving', 'honest', 'review']"
1,"['genuine', 'items', 'described', 'comes', 'alcohol', 'wipes', 'plus', 'great', 'service']"
1,"['fresh', 'good', 'packing']"
0,"['fragrance', 'short', 'shelf', 'life', 'months', 'started', 'develop', 'unpleasant', 'rancid', 'smell', 'disappointing', 'invest', 'fragrance', 'go', 'bad', 'quickly', 'expected', 'better', 'quality', 'longevity']"
1,"['really', 'like', 'bts', 'tshirt', 'love', 'also', 'really', 'smooth']"
0,"['low', 'quality', 'waste', 'money', 'sub', 'saman', 'dalty', 'hi', 'damage', 'hogay', 'hain']"
0,"['ordered', 'black', 'color', 'even', 'paid', 'black', 'received', 'white', 'irresponsibilty', 'seller']"
0,"['ordered', 'connector', 'wasnt', 'working', 'one']"
1,"['delivered', 'product']"
0,"['size', 'chota', 'hai', 'jo', 'ordr', 'kiya', 'wo', 'clr', 'nhi', 'aya', 'blue', 'clr', 'ordr', 'kiya', 'bheja', 'black', 'yh', 'hal', 'hai', 'first', 'time', 'ordr', 'diya', 'tha', 'daraz', 'py']"
0,"['however', 'inconsistent', 'performance', 'sometimes', 'well', 'sometimes', 'doesnt', 'room', 'isnt', 'big']"
0,"['made', 'cards', 'paper', 'really', 'third', 'class', 'quality', 'wallet', 'even', 'stitching', 'completed', 'big', 'scam']"
1,"['looking', 'good', 'time', 'deliverythanks', 'approach', 'good', 'luck', 'daraz']"
0,"['really', 'bad', 'quality', 'soon', 'took', 'box', 'stopped', 'working', 'completely', 'useless']"
1,"['useful', 'product']"
1,"['nice', 'really', 'like', 'shirts', 'thanks', 'daraz']"
1,"['size', 'thora', 'chota', 'hai', 'lekin', 'achi', 'product', 'beji', 'hai', 'thanx']"
1,"['game', 'khelta', 'hon', 'us', 'hisab', 'se', 'gloves', 'ki', 'quality', 'bohotnachi', 'smooth', 'bohot', 'earphone', 'apni', 'price', 'ko', 'justify', 'kar', 'raha', 'ab', 'dekhte', 'kitne', 'din', 'chalti']"
0,"['bolts', 'size', 'bar', 'fixing', 'wall', 'overall', 'quality', 'bad', 'weld', 'started', 'give', 'away', 'time', 'use', 'hanged', 'horizontal', 'bar', 'rope', 'coz', 'bolts', 'unable', 'hold', 'bar', 'place', 'even', 'multiple', 'drills', 'wall', 'recommended']"
1,"['good', 'sound', 'loud']"
1,"['good', 'quality', 'earphones']"
1,"['shown', 'picture']"
1,"['bought', 'dads', 'new', 'kitchen', 'great', 'dishes', 'cute', 'decor']"
1,"['excellent', 'working', 'highly', 'recommended']"
1,"['item', 'delivered', 'within', 'stipulated', 'time', 'item', 'described']"
1,"['excellent', 'product', 'shown', 'photos', 'quality', 'product', 'good', 'best', 'products', 'staff', 'also', 'also', 'recommend', 'packing', 'goodsize', 'perfect']"
1,"['best', 'experience', 'product', 'shown', 'picture', 'item', 'much', 'needed', 'home', 'highly', 'recommended', 'everyone', 'thanks', 'daraz']"
1,"['amazing', 'product', 'fine', 'quality', 'use', 'may', 'little', 'purposes']"
1,"['bht', 'achy', 'hy', 'thank', 'daraz']"
0,"['expensive', 'price', 'could', 'b', 'buy', 'market', 'plz', 'dont', 'buy', 'customersits', 'realy', 'expensive', 'price']"
1,"['product', 'awesome', 'excellently', 'packaged', 'thank', 'seller', 'sending', 'genuine', 'product']"
1,"['good', 'quality', 'product', 'highly', 'recommended', 'also', 'delivered', 'expected', 'time']"
1,"['nh', 'lakin', 'acha', 'tha', 'happy', 'buy']"
1,"['zbrdast', 'stars', 'dhoop', 'rakhy', 'thy', 'charge', 'ho', 'gaiye', 'raat', 'ko', 'kmry', 'bht', 'achy', 'lgty']"
0,"['waste', 'moneythey', 'chea']"
1,"['quality', 'fine', 'received', 'time']"
1,"['fastest', 'delivery', 'ever', 'daraz', 'single', 'day', 'double', 'thumbsup', 'company']"
0,['nonsense']
1,['amazing']
1,"['shown', 'picture', 'satisfied', 'rating']"
1,['marvelous']
1,"['comfortable', 'shoes']"
1,"['handfree', 'bohat', 'achi', 'hai', 'maine', 'bht', 'dair', 'baad', 'review', 'diya', 'h', 'lakin', 'handfree', 'abhi', 'tak', 'mere', 'istamal', 'h', 'thank']"
0,"['dents', 'product', 'products', 'lost', 'shape', 'specifically', 'requested', 'supplier', 'make', 'good', 'packing', 'avoid', 'tarvel', 'hazards', 'paking', 'open', 'tried', 'upload', 'photos', 'review', 'couldnot', 'manage', 'might', 'system', 'busy', 'return', 'back', 'donot', 'recommend']"
1,"['nice', 'jo', 'order', 'kiya', 'wohii', 'milaa', 'thanks', 'dataz']"
1,"['good', 'really', 'satisfied']"
0,"['punch', 'order', 'product', 'get', 'packing', 'within', 'box', 'buds', 'overall', 'product', 'good', 'fully', 'satisfied', 'thanks', 'daraz', 'good', 'work', 'delivery', 'time']"
1,['great']
1,"['original', 'product', 'thanks', 'daraz']"
0,"['made', 'cheap', 'quality']"
0,"['sir', 'remote', 'nhi', 'chl', 'raha', 'light', 'ka', 'aj', 'hi', 'deliver', 'ki', 'ha', 'kuch', 'bta', 'skty', 'hai', 'ap']"
1,"['good', 'shirt', 'thanks', 'drazz']"
1,"['timely', 'delivered', 'excellent', 'condition', 'good', 'packing']"
0,"['weak', 'product', 'stoped', 'little', 'thick', 'liquid']"
0,"['inch', 'k', 'star', 'ko', 'bra', 'dkha', 'k', 'loot', 'rhybht', 'gtiaa', 'quality', 'ki', 'chezain', 'theshame', 'u']"
1,"['good', 'quality', 'working', 'product']"
0,"['sent', 'wrong', 'size', 'ordered', 'inches', 'sent', 'inches', 'theres', 'stitched', 'cover', 'cant', 'even', 'resize']"
0,"['looks', 'cocoa', 'butter', 'ordered', 'original', 'picture', 'shows', 'yellow', 'natural', 'color', 'color', 'supplied', 'product', 'white', 'smell', 'powdery', 'texture']"
0,['good']
1,"['bangles', 'awesome', 'beautifulso', 'colorful', 'light', 'weighteasy', 'carry']"
1,"['amazing', 'pictures']"
1,"['fresh', 'fresh']"
0,"['received', 'aiwa', 'piece', 'toolkit', 'original', 'aiwa', 'piece', 'toolkit', 'product', 'poor', 'quality', 'tool', 'kits', 'box', 'broken', 'made', 'lowquality', 'materials', 'despite', 'fact', 'advertisements', 'claim', 'original', 'aiwa', 'toolkit', 'original', 'aiwa', 'toolkit']"
0,"['true', 'given', 'sizethe', 'diffuser', 'broke', 'put', 'dryer']"
0,"['order', 'room', 'cooler', 'via', 'daraz', 'app', 'received', 'cooler', 'im', 'satisfied', 'product', 'poor', 'plastic', 'poor', 'fittings', 'plastic', 'corners', 'product', 'broken', 'also']"
1,"['good', 'quality', 'price']"
1,"['good', 'product', 'original', 'product', 'delivery', 'timethanks', 'daraz', 'n', 'saller']"
0,['poor']
1,"['nice', 'worked']"
1,"['wowwww', 'amazing', 'stuff', 'fast', 'delivery', 'material', 'amazing', 'first', 'happy', 'see', 'perfect', 'time', 'staff', 'thank', 'daraz', 'rider']"
1,"['satisfactory', 'quality']"
1,"['buht', 'zabadast', 'buht', 'ala', 'goid', 'seller']"
1,"['good', 'product']"
0,"['expired', 'date', 'mentioned', 'bottleit', 'expired']"
1,"['got', 'parsal', 'thank', 'beautiful', 'nice']"
0,"['never', 'received', 'productseller', 'regard', 'costumer', 'service', 'help', 'seller']"
1,"['accurate', 'reading', 'reasonable', 'price']"
0,"['quality', 'looks', 'ok', 'recieved', 'damaged', 'product', 'shown', 'pictures']"
0,"['poor', 'quality', 'flavor']"
1,['good']
0,"['worst', 'experience', 'ever', 'product', 'bought', 'much', 'lower', 'price', 'box', 'damaged', 'wire', 'also', 'damaged', 'near', 'earset', 'side']"
1,"['gionee', 'handsfree', 'good', 'deliver', 'time']"
0,"['koi', 'khass', 'nahi', 'hai']"
1,"['blower', 'vacuum']"
0,"['cheap', 'product', 'cheap', 'quality', 'small', 'size']"
0,"['received', 'parcel', 'quality', 'good', 'color', 'picture']"
1,"['quality', 'product']"
1,"['received', 'brand', 'new', 'working', 'fine', 'free', 'installation', 'within', 'days']"
1,"['superb', 'quality', 'excellent', 'product']"
0,"['seller', 'send', 'vitamin', 'e', 'oil', 'rather', 'tea', 'tree', 'oil', 'really', 'disappointed']"
0,"['nh', 'mila', 'parsel']"
1,"['daraz', 'mart', 'easy', 'way', 'grocery', 'shopping']"
0,"['working', 'rechargeable', 'volume', 'button', 'damaged', 'really', 'disappointed']"
1,"['really', 'good', 'good', 'product', 'like', 'much', 'st', 'order', 'nd', 'really', 'works', 'good', 'thanks', 'daraz', 'seller', 'highly', 'recomanded']"
1,"['satisfied', 'recommend']"
1,"['fresh', 'good', 'quality', 'highly', 'recommended']"
1,"['good', 'quality', 'working', 'great']"
1,"['v', 'nice', 'stars', 'kids', 'r', 'happy', 'thanks', 'daraz']"
1,"['fresh', 'highly', 'recommended']"
0,"['fazool', 'hai', 'handsfree', 'aik', 'din', 'mein', 'hi', 'khrab', 'ho', 'gai']"
1,"['ya', 'cheez', 'ha', 'acha', 'band', 'lite', 'kafi', 'achy', 'lagty', 'haband', 'lite', 'camry', 'show', 'ni', 'hoty']"
0,"['low', 'quality', 'product', 'received', 'broken', 'low', 'quality']"
0,"['canvas', 'r', 'good', 'compared', 'picture']"
1,"['shown', 'pics', 'works', 'well', 'good', 'quality', 'product', 'thankyou', 'seller']"
1,"['bahaot', 'achi', 'quality', 'ka', 'pouches', 'hain', 'ap', 'apni', 'koi', 'bh', 'chez', 'save', 'rkh', 'skty', 'jsy', 'airpordscharging', 'cableusb', 'cash', 'bh', 'ya', 'pocket', 'bh', 'easily', 'jata', 'dubara', 'order', 'krny', 'lga', 'hu', 'ku', 'ka', 'daraz', 'quality', 'ko', 'prefer', 'krta', 'ha', 'islea', 'na', 'jb', 'bh', 'koi', 'chez', 'mangwani', 'ho', 'daraz', 'sa', 'mangwata', 'thanku', 'much', 'daraz', 'sb', 'ko', 'suggest', 'kro', 'ga', 'ka', 'daraz', 'sa', 'order', 'kia', 'kry', 'inky', 'rates', 'bahaot', 'reasonable', 'hoty', 'hain']"
1,"['thank', 'daraz', 'thank', 'seller', 'seller', 'nice', 'person', 'listened', 'every', 'instruction', 'recommended', 'seller', 'best', 'response', 'quick', 'design', 'want', 'satisfied', 'customer', 'thank', 'seller']"
1,"['thank', 'much', 'seller', 'daraz']"
1,"['surprised', 'excited', 'daraz', 'delivered', 'order', 'next', 'day', 'haier', 'team', 'installed', 'ac', 'day', 'ac', 'cooling', 'throw', 'also', 'good']"
1,"['amazing', 'product', 'receive', 'draz', 'love', 'itthanx', 'daraz']"
1,"['bags', 'ache', 'hain', 'agr', 'kpre', 'k', 'hote']"
0,"['order', 'black', 'sent', 'white', 'chain', 'beware', 'store']"
1,"['thank', 'soo', 'much', 'gift', 'original', 'sound', 'smooth']"
1,"['dekhna', 'thk', 'hy', 'mena', 'abi', 'use', 'ne', 'ki']"
0,"['battery', 'timing', 'kharab', 'right', 'wla', 'ni', 'sai', 'kharab', 'hai']"
1,"['good', 'thanks', 'daraz']"
1,"['really', 'like', 'quality', 'bought', 'sisters', 'birthday', 'gift', 'really', 'liked', 'keep']"
1,"['fresh', 'potato', 'mentioned', 'big', 'size']"
1,"['product', 'good', 'per', 'price']"
1,"['received', 'parcel', 'yesterday', 'nice', 'deliver', 'time', 'shown', 'picture', 'recommended', 'thanks', 'seller', 'thanks', 'daraz']"
0,"['shain', 'star']"
0,"['got', 'item', 'broken']"
1,"['looks', 'good', 'tried', 'lights', 'shine']"
0,"['well', 'product', 'looks', 'like', '’', 'picture', 'quality', 'super', 'low', '’', 'recommend']"
1,"['niceeee', 'awesome', 'product']"
1,"['delivery', 'within', 'days', 'product', 'exactly', 'shown', 'satisfied']"
1,"['fantastic', 'nice', 'little', 'cute', 'work', 'impressed', 'items', 'would', 'also', 'like', 'get', 'somethings', 'bigger']"
1,"['boht', 'achy', 'hen', 'bags']"
1,"['good', 'value', 'money']"
1,"['overall', 'good', 'quality', 'product', 'price']"
0,"['use', 'k', 'bd', 'review', 'karon', 'gi']"
0,"['satisfied', 'quality', 'cheap', 'battery', 'weak', 'worked', 'well', 'water', 'even', 'moved', 'coffee', 'mein', 'ne', 'yeh', 'coffee', 'k', 'liye', 'mangwai', 'thi', 'paani', 'k', 'liye', 'nahi']"
1,"['genuine', 'handfree']"
1,"['amazing', 'buhat', 'hi', 'kam', 'price', 'mai', 'buhat', 'hi', 'achi', 'ceez', 'mil', 'gi', 'ha', 'thank', 'daraz', 'seller']"
0,"['fabric', 'wise', '’', 'okay', 'quality', 'completely', 'satisfied', 'ordered', 'black', 'one', 'according', 'reference', 'picture', 'supposed', 'black', '’', 'black', 'grey', 'instead', 'plus', 'even', 'transparent', 'way', '’', 'supposed', 'way', 'looks', 'picture', 'would', 'recommend', 'seller', 'please', 'upload', 'product', 'picture', 'online', 'source', 'actually', 'capture', 'pictures', 'customers', 'guess', 'quality', 'picture', 'atleast']"
1,['good']
1,"['highly', 'recommended', 'seller']"
0,"['products', 'battery', 'working', 'poor']"
1,"['fresh', 'potatoes', 'received']"
1,"['easy', 'usei', 'like']"
1,"['rider', 'cooperative', 'delivered', 'package', 'doorstep']"
1,"['package', 'valid', 'web', 'amazing']"
0,"['got', 'pkg', 'installed', 'worked', 'fine', 'cool', 'mode', 'days', 'features', 'working', 'dry', 'mode', 'heat', 'mode', 'working', 'making', 'noise', 'days', 'tripping', 'got', 'faulty', 'piece', 'making', 'annoyed']"
1,"['glasses', 'like', 'images', 'shown']"
0,"['kg', 'potato', 'per', 'order', 'acceptable', 'least', 'mark', 'kg', 'limit', 'next', 'time', 'order', 'happen']"
1,"['works', 'flawlessly', 'happy', 'purchase']"
1,"['product', 'really', 'amazing', 'quality', 'high', 'standard', 'material', 'excellent', 'rods', 'rubber', 'handles', 'screws', 'also', 'enclosed', 'well', 'packed', 'received', 'safely', 'everyone', 'seller', 'love', 'dera', 'ismail', 'khan']"
1,"['light', 'heavy', 'came', 'next', 'day', 'fast', 'delivery', 'nice', 'product', 'satisfied']"
1,"['fresh', 'vegetable']"
1,"['working', 'fine', 'material', 'quality', 'good']"
0,"['rd', 'class', 'service', 'trying', 'copy', 'haier', 'changruba', 'even', 'close', 'haiers', 'professionalism', 'buy', 'get', 'installed', 'risk']"
1,"['performance', 'battery', 'okay']"
0,"['bad', 'condition']"
1,"['nice', 'product', 'thanks', 'daraz', 'product', 'service']"
0,"['worst', 'headphone', 'anyone', 'ever', 'buy', 'quality', 'bad', 'tried', 'return', 'broken', 'rejected', 'return', 'request', 'saying', 'product', 'fine', 'quality', 'fine', 'one', 'speachless']"
0,['useable']
0,"['strength', 'bag', 'good', 'enough']"
0,"['cotton', 'nylon', 'polyester']"
1,"['best', 'quality', 'highly', 'recommend', 'next', 'month', 'sha', 'allah', 'order', 'sisters', 'also']"
1,"['excellent', 'cooperative', 'timely', 'delivered']"
0,"['useless', 'product']"
1,"['product', 'good', 'time', 'delivery', 'jesa', 'show', 'kiya', 'wesa', 'mila']"
1,"['great', 'quality', 'per', 'description', 'metallic', 'hooks', 'good']"
1,"['best', 'product']"
1,"['product', 'received', 'advertised']"
1,"['nice', 'shoe', 'delivered']"
1,"['satisfied', 'buy', 'storevery', 'qualitative', 'products', 'haveand', 'one', 'also', 'amazing']"
0,"['sent', 'totally', 'different', 'belt', 'returned']"
1,"['good', 'quality', 'products', 'working', 'excellent', 'button', 'operate', 'speed', 'button', 'good', 'quality', 'low', 'price', 'seller', 'attitude', 'cooperative', 'nice']"
1,"['awsome', 'buy']"
1,"['thanks', 'daraz', 'family', 'ðÿ¥°ðÿ˜\x8d']"
0,"['jis', 'din', 'se', 'liya', 'ek', 'mint', 'bhi', 'use', 'nhi', 'kiya', 'ghante', 'charge', 'karo', 'sirf', 'hota', 'ek', 'second', 'hojata']"
1,"['easy', 'use', 'good', 'quality', 'price']"
0,"['bad', 'quality', 'shoes']"
1,"['beautiful', 'ad', 'quality', 'nice', 'thanks']"
1,"['nice', 'thankyew', 'daraz']"
0,"['cheap', 'fake', 'even', 'answer', 'giving', 'number']"
1,"['best', 'quality', 'useful', 'product', 'seller', 'cooperative', 'delivered', 'one', 'day']"
1,"['’', 'convenient', 'excellent', 'quality']"
1,"['highly', 'recommended', 'fully', 'satisfied', 'thanks', 'daraz', 'thanks', 'seller']"
0,"['dont', 'like', 'product', 'chota', 'size', 'tha', 'quality', 'b', 'boht', 'bhro', 'thi']"
1,"['zaberdast', 'thanks', 'daraz', 'bht', 'acha', 'laga']"
1,"['received', 'timely']"
0,"['received', 'parcel', 'today', 'bottles', 'much', 'small', 'shown', 'picture', 'satisfied', 'price', 'much']"
1,"['great', 'experience', 'setisfy', 'products', 'quilty', 'good']"
1,"['happ', 'amazing', 'glasses', 'delivery', 'good', 'iam', 'excited', 'watch', 'love', 'glasses']"
1,"['nice', 'delivered', 'time']"
0,"['bad', 'experience', 'seller', 'send', 'used', 'handfree', 'set', 'cheap', 'used', 'shame']"
1,"['quality', 'good']"
0,"['good', 'glass', 'blurred', 'scratched', 'satisfied']"
1,"['’', 'really', 'cool']"
0,"['good', 'shown', 'pic', 'smell', 'good', 'didnot', 'use', 'waste', 'money']"
0,"['lights', 'working', 'bad', 'experience']"
0,"['quality', 'good', 'gel', 'doesnt', 'work', 'demonstrated']"
1,"['good', 'product', 'highly', 'recommended']"
1,"['device', 'good']"
0,"['poor', 'quality', 'packing', 'bottle', 'already', 'open', 'box', 'waste', 'money']"
0,"['small', 'size', 'canvases', 'recommended']"
1,"['excellent', 'vacuum', 'cleaner', '’', 'uk', 'experience', 'different', 'types', 'hoovers', 'works', 'brilliantly']"
1,"['bought', 'nd', 'time', 'good', 'product']"
1,"['thanks', 'seller', 'daraz']"
0,"['doesnt', 'work', 'connects', 'disconnect', 'reading', 'clearing', 'faults', 'im', 'driving', 'prius', 'app', 'works', 'bogus', 'elm', 'product', 'requested', 'return', 'hopefully', 'get', 'read', 'abs', 'srs', 'airbag', 'codes', 'app']"
1,"['thanks', 'daraz', 'maine', 'jo', 'order', 'kia', 'wohi', 'product', 'aya', 'wo', 'b', 'good', 'quality', 'main']"
0,"['bhai', 'ye', 'shoes', 'tu', 'wohi', 'ha', 'mene', 'size', 'number', 'order', 'kiya', 'tha', 'ye', 'size', 'number', 'ha', 'please', 'muje', 'ye', 'shoes', 'exchange', 'krwa', 'kar', 'number', 'dy', 'dayn', 'ya', 'ye', 'wapis', 'kr', 'k', 'muje', 'payment', 'return', 'karyn', 'please', 'reply']"
1,['nice']
1,"['love', 'daraz', 'online', 'shopping', 'thanks', 'much', 'buy']"
0,"['remote', 'working']"
1,"['good', 'recommended']"
1,"['nice', 'quality', 'satisfied', 'recommended']"
